Pokemon_Name,Pokedex_Number,HP_Base_Stat,Attack_Base_Stat,Defense_Base_Stat,Speed_Base_Stat,Special_Attack_Base_Stat,Special_Defense_Base_Stat,Type1,Type2,Catch_Rate,Base_Exp,4_Percent_Item,1_Percent_Item,Gender_Ratio,Step_Cycles_To_Hatch_Egg,Growth_Rate,Egg_Group1,Egg_Group2,TM_HM_Moves
CHARMANDER ,004,39,52,43,65,60,50,FIRE, FIRE ,45,65,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/charmander/front.dimensions""",dw NULL,dw NULL,
CHARMELEON ,005,58,64,58,80,80,65,FIRE, FIRE ,45,142,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/charmeleon/front.dimensions""",dw NULL,dw NULL,
CHIKORITA ,152,45,49,65,45,49,65,GRASS, GRASS ,45,64,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/chikorita/front.dimensions""",dw NULL,dw NULL,
CHINCHOU ,170,75,38,38,67,56,56,WATER, ELECTRIC ,190,90,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/chinchou/front.dimensions""",dw NULL,dw NULL,
CLEFABLE ,036,95,70,73,60,85,90,NORMAL, NORMAL ,25,129,MYSTERYBERRY, MOON_STONE ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/clefable/front.dimensions""",dw NULL,dw NULL,
CLEFAIRY ,035,70,45,48,35,60,65,NORMAL, NORMAL ,150,68,MYSTERYBERRY, MOON_STONE ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/clefairy/front.dimensions""",dw NULL,dw NULL,
CLEFFA ,173,50,25,28,15,45,55,NORMAL, NORMAL ,150,37,MYSTERYBERRY, MOON_STONE ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/cleffa/front.dimensions""",dw NULL,dw NULL,
CLOYSTER ,091,50,95,180,70,85,45,WATER, ICE ,60,203,PEARL, BIG_PEARL ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/cloyster/front.dimensions""",dw NULL,dw NULL,
CORSOLA ,222,55,55,85,35,65,85,WATER, ROCK ,60,113,NO_ITEM, NO_ITEM ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/corsola/front.dimensions""",dw NULL,dw NULL,
CROBAT ,169,85,90,80,130,70,80,POISON, FLYING ,90,204,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/crobat/front.dimensions""",dw NULL,dw NULL,
CROCONAW ,159,65,80,80,58,59,63,WATER, WATER ,45,143,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/croconaw/front.dimensions""",dw NULL,dw NULL,
CUBONE ,104,50,50,95,35,40,50,GROUND, GROUND ,190,87,NO_ITEM, THICK_CLUB ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/cubone/front.dimensions""",dw NULL,dw NULL,
CYNDAQUIL ,155,39,52,43,65,60,50,FIRE, FIRE ,45,65,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/cyndaquil/front.dimensions""",dw NULL,dw NULL,
DELIBIRD ,225,45,55,45,75,65,45,ICE, FLYING ,45,183,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/delibird/front.dimensions""",dw NULL,dw NULL,
DEWGONG ,087,90,70,80,70,70,95,WATER, ICE ,75,176,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/dewgong/front.dimensions""",dw NULL,dw NULL,
DIGLETT ,050,10,55,25,95,35,45,GROUND, GROUND ,255,81,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/diglett/front.dimensions""",dw NULL,dw NULL,
DITTO ,132,48,48,48,48,48,48,NORMAL, NORMAL ,35,61,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/ditto/front.dimensions""",dw NULL,dw NULL,
DODRIO ,085,60,110,70,100,60,60,NORMAL, FLYING ,45,158,NO_ITEM, SHARP_BEAK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/dodrio/front.dimensions""",dw NULL,dw NULL,
DODUO ,084,35,85,45,75,35,35,NORMAL, FLYING ,190,96,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/doduo/front.dimensions""",dw NULL,dw NULL,
DONPHAN ,232,90,120,120,50,60,60,GROUND, GROUND ,60,189,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/donphan/front.dimensions""",dw NULL,dw NULL,
DRAGONAIR ,148,61,84,65,70,70,70,DRAGON, DRAGON ,45,144,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/dragonair/front.dimensions""",dw NULL,dw NULL,
DRAGONITE ,149,91,134,95,80,100,100,DRAGON, FLYING ,45,218,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/dragonite/front.dimensions""",dw NULL,dw NULL,
DRATINI ,147,41,64,45,50,50,50,DRAGON, DRAGON ,45,67,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/dratini/front.dimensions""",dw NULL,dw NULL,
DROWZEE ,096,60,48,45,42,43,90,PSYCHIC_TYPE, PSYCHIC_TYPE ,190,102,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/drowzee/front.dimensions""",dw NULL,dw NULL,
DUGTRIO ,051,35,80,50,120,50,70,GROUND, GROUND ,50,153,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/dugtrio/front.dimensions""",dw NULL,dw NULL,
DUNSPARCE ,206,100,70,70,45,65,65,NORMAL, NORMAL ,190,75,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/dunsparce/front.dimensions""",dw NULL,dw NULL,
EEVEE ,133,55,55,50,55,45,65,NORMAL, NORMAL ,45,92,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/eevee/front.dimensions""",dw NULL,dw NULL,
EKANS ,023,35,60,44,55,40,54,POISON, POISON ,255,62,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/ekans/front.dimensions""",dw NULL,dw NULL,
ELECTABUZZ ,125,65,83,57,105,95,85,ELECTRIC, ELECTRIC ,45,156,NO_ITEM, NO_ITEM ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/electabuzz/front.dimensions""",dw NULL,dw NULL,
ELECTRODE ,101,60,50,70,140,80,80,ELECTRIC, ELECTRIC ,60,150,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/electrode/front.dimensions""",dw NULL,dw NULL,
ELEKID ,239,45,63,37,95,65,55,ELECTRIC, ELECTRIC ,45,106,NO_ITEM, NO_ITEM ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/elekid/front.dimensions""",dw NULL,dw NULL,
ENTEI ,244,115,115,85,100,90,75,FIRE, FIRE ,3,217,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/entei/front.dimensions""",dw NULL,dw NULL,
ESPEON ,196,65,65,60,110,130,95,PSYCHIC_TYPE, PSYCHIC_TYPE ,45,197,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/espeon/front.dimensions""",dw NULL,dw NULL,
EXEGGCUTE ,102,60,40,80,40,60,45,GRASS, PSYCHIC_TYPE ,90,98,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/exeggcute/front.dimensions""",dw NULL,dw NULL,
EXEGGUTOR ,103,95,95,85,55,125,65,GRASS, PSYCHIC_TYPE ,45,212,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/exeggutor/front.dimensions""",dw NULL,dw NULL,
FARFETCH_D ,083,52,65,55,60,58,62,NORMAL, FLYING ,45,94,NO_ITEM, STICK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/farfetch_d/front.dimensions""",dw NULL,dw NULL,
FEAROW ,022,65,90,65,100,61,61,NORMAL, FLYING ,90,162,NO_ITEM, SHARP_BEAK ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/fearow/front.dimensions""",dw NULL,dw NULL,
FERALIGATR ,160,85,105,100,78,79,83,WATER, WATER ,45,210,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/feraligatr/front.dimensions""",dw NULL,dw NULL,
FLAAFFY ,180,70,55,55,45,80,60,ELECTRIC, ELECTRIC ,120,117,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/flaaffy/front.dimensions""",dw NULL,dw NULL,
FLAREON ,136,65,130,60,65,95,110,FIRE, FIRE ,45,198,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/flareon/front.dimensions""",dw NULL,dw NULL,
FORRETRESS ,205,75,90,140,40,60,60,BUG, STEEL ,75,118,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/forretress/front.dimensions""",dw NULL,dw NULL,
FURRET ,162,85,76,64,90,45,55,NORMAL, NORMAL ,90,116,BERRY, GOLD_BERRY ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/furret/front.dimensions""",dw NULL,dw NULL,
GASTLY ,092,30,35,30,80,100,35,GHOST, POISON ,190,95,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/gastly/front.dimensions""",dw NULL,dw NULL,
GENGAR ,094,60,65,60,110,130,75,GHOST, POISON ,45,190,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/gengar/front.dimensions""",dw NULL,dw NULL,
GEODUDE ,074,40,80,100,20,30,30,ROCK, GROUND ,255,86,NO_ITEM, EVERSTONE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/geodude/front.dimensions""",dw NULL,dw NULL,
GIRAFARIG ,203,70,80,65,85,90,65,NORMAL, PSYCHIC_TYPE ,60,149,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/girafarig/front.dimensions""",dw NULL,dw NULL,
GLIGAR ,207,65,75,105,85,35,65,GROUND, FLYING ,60,108,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/gligar/front.dimensions""",dw NULL,dw NULL,
GLOOM ,044,60,65,70,40,85,75,GRASS, POISON ,120,132,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/gloom/front.dimensions""",dw NULL,dw NULL,
GOLBAT ,042,75,80,70,90,65,75,POISON, FLYING ,90,171,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/golbat/front.dimensions""",dw NULL,dw NULL,
GOLDEEN ,118,45,67,60,63,35,50,WATER, WATER ,225,111,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/goldeen/front.dimensions""",dw NULL,dw NULL,
GOLDUCK ,055,80,82,78,85,95,80,WATER, WATER ,75,174,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/golduck/front.dimensions""",dw NULL,dw NULL,
GOLEM ,076,80,110,130,45,55,65,ROCK, GROUND ,45,177,NO_ITEM, EVERSTONE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/golem/front.dimensions""",dw NULL,dw NULL,
GRANBULL ,210,90,120,75,45,60,60,NORMAL, NORMAL ,75,178,NO_ITEM, NO_ITEM ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/granbull/front.dimensions""",dw NULL,dw NULL,
GRAVELER ,075,55,95,115,35,45,45,ROCK, GROUND ,120,134,NO_ITEM, EVERSTONE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/graveler/front.dimensions""",dw NULL,dw NULL,
GRIMER ,088,80,80,50,25,40,50,POISON, POISON ,190,90,NO_ITEM, NUGGET ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/grimer/front.dimensions""",dw NULL,dw NULL,
GROWLITHE ,058,55,70,45,60,70,50,FIRE, FIRE ,190,91,BURNT_BERRY, BURNT_BERRY ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/growlithe/front.dimensions""",dw NULL,dw NULL,
GYARADOS ,130,95,125,79,81,60,100,WATER, FLYING ,45,214,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/gyarados/front.dimensions""",dw NULL,dw NULL,
HAUNTER ,093,45,50,45,95,115,55,GHOST, POISON ,90,126,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/haunter/front.dimensions""",dw NULL,dw NULL,
HERACROSS ,214,80,125,75,85,40,95,BUG, FIGHTING ,45,200,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/heracross/front.dimensions""",dw NULL,dw NULL,
HITMONCHAN ,107,50,105,79,76,35,110,FIGHTING, FIGHTING ,45,140,NO_ITEM, NO_ITEM ,GENDER_F0 ,100 ,"INCBIN ""gfx/pokemon/hitmonchan/front.dimensions""",dw NULL,dw NULL,
HITMONLEE ,106,50,120,53,87,35,110,FIGHTING, FIGHTING ,45,139,NO_ITEM, NO_ITEM ,GENDER_F0 ,100 ,"INCBIN ""gfx/pokemon/hitmonlee/front.dimensions""",dw NULL,dw NULL,
HITMONTOP ,237,50,95,95,70,35,110,FIGHTING, FIGHTING ,45,138,NO_ITEM, NO_ITEM ,GENDER_F0 ,100 ,"INCBIN ""gfx/pokemon/hitmontop/front.dimensions""",dw NULL,dw NULL,
HOOTHOOT ,163,60,30,30,50,36,56,NORMAL, FLYING ,255,58,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/hoothoot/front.dimensions""",dw NULL,dw NULL,
HOPPIP ,187,35,35,40,50,35,55,GRASS, FLYING ,255,74,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/hoppip/front.dimensions""",dw NULL,dw NULL,
HORSEA ,116,30,40,70,60,70,25,WATER, WATER ,225,83,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/horsea/front.dimensions""",dw NULL,dw NULL,
HOUNDOOM ,229,75,90,50,95,110,80,DARK, FIRE ,45,204,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/houndoom/front.dimensions""",dw NULL,dw NULL,
HOUNDOUR ,228,45,60,30,65,80,50,DARK, FIRE ,120,114,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/houndour/front.dimensions""",dw NULL,dw NULL,
HO_OH ,250,106,130,90,90,110,154,FIRE, FLYING ,3,220,SACRED_ASH, SACRED_ASH ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/ho_oh/front.dimensions""",dw NULL,dw NULL,
HYPNO ,097,85,73,70,67,73,115,PSYCHIC_TYPE, PSYCHIC_TYPE ,75,165,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/hypno/front.dimensions""",dw NULL,dw NULL,
IGGLYBUFF ,174,90,30,15,15,40,20,NORMAL, NORMAL ,170,39,NO_ITEM, NO_ITEM ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/igglybuff/front.dimensions""",dw NULL,dw NULL,
IVYSAUR ,002,60,62,63,60,80,80,GRASS, POISON ,45,141,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/ivysaur/front.dimensions""",dw NULL,dw NULL,
JIGGLYPUFF ,039,115,45,20,20,45,25,NORMAL, NORMAL ,170,76,NO_ITEM, NO_ITEM ,GENDER_F75 ,100 ,"INCBIN ""gfx/pokemon/jigglypuff/front.dimensions""",dw NULL,dw NULL,
JOLTEON ,135,65,65,60,130,110,95,ELECTRIC, ELECTRIC ,45,197,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/jolteon/front.dimensions""",dw NULL,dw NULL,
JUMPLUFF ,189,75,55,70,110,55,85,GRASS, FLYING ,45,176,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/jumpluff/front.dimensions""",dw NULL,dw NULL,
JYNX ,124,65,50,35,95,115,95,ICE, PSYCHIC_TYPE ,45,137,ICE_BERRY, ICE_BERRY ,GENDER_F100 ,100 ,"INCBIN ""gfx/pokemon/jynx/front.dimensions""",dw NULL,dw NULL,
KABUTO ,140,30,80,90,55,55,45,ROCK, WATER ,45,119,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/kabuto/front.dimensions""",dw NULL,dw NULL,
KABUTOPS ,141,60,115,105,80,65,70,ROCK, WATER ,45,201,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,100 ,"INCBIN ""gfx/pokemon/kabutops/front.dimensions""",dw NULL,dw NULL,
KADABRA ,064,40,35,30,105,120,70,PSYCHIC_TYPE, PSYCHIC_TYPE ,100,145,NO_ITEM, NO_ITEM ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/kadabra/front.dimensions""",dw NULL,dw NULL,
KAKUNA ,014,45,25,50,35,25,25,BUG, POISON ,120,71,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/kakuna/front.dimensions""",dw NULL,dw NULL,
KANGASKHAN ,115,105,95,80,90,40,80,NORMAL, NORMAL ,45,175,NO_ITEM, NO_ITEM ,GENDER_F100 ,100 ,"INCBIN ""gfx/pokemon/kangaskhan/front.dimensions""",dw NULL,dw NULL,
KINGDRA ,230,75,95,95,85,95,95,WATER, DRAGON ,45,207,NO_ITEM, DRAGON_SCALE ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/kingdra/front.dimensions""",dw NULL,dw NULL,
KINGLER ,099,55,130,115,75,50,50,WATER, WATER ,60,206,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/kingler/front.dimensions""",dw NULL,dw NULL,
KOFFING ,109,40,65,95,35,60,45,POISON, POISON ,190,114,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/koffing/front.dimensions""",dw NULL,dw NULL,
KRABBY ,098,30,105,90,50,25,25,WATER, WATER ,225,115,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/krabby/front.dimensions""",dw NULL,dw NULL,
LANTURN ,171,125,58,58,67,76,76,WATER, ELECTRIC ,75,156,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/lanturn/front.dimensions""",dw NULL,dw NULL,
LAPRAS ,131,130,85,80,60,85,95,WATER, ICE ,45,219,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/lapras/front.dimensions""",dw NULL,dw NULL,
LARVITAR ,246,50,64,50,41,45,50,ROCK, GROUND ,45,67,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/larvitar/front.dimensions""",dw NULL,dw NULL,
LEDIAN ,166,55,35,50,85,55,110,BUG, FLYING ,90,134,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/ledian/front.dimensions""",dw NULL,dw NULL,
LEDYBA ,165,40,20,30,55,40,80,BUG, FLYING ,255,54,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/ledyba/front.dimensions""",dw NULL,dw NULL,
LICKITUNG ,108,90,55,75,30,60,75,NORMAL, NORMAL ,45,127,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/lickitung/front.dimensions""",dw NULL,dw NULL,
LUGIA ,249,106,90,130,110,90,154,PSYCHIC_TYPE, FLYING ,3,220,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,100 ,"INCBIN ""gfx/pokemon/lugia/front.dimensions""",dw NULL,dw NULL,
MACHAMP ,068,90,130,80,55,65,85,FIGHTING, FIGHTING ,45,193,NO_ITEM, NO_ITEM ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/machamp/front.dimensions""",dw NULL,dw NULL,
MACHOKE ,067,80,100,70,45,50,60,FIGHTING, FIGHTING ,90,146,NO_ITEM, NO_ITEM ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/machoke/front.dimensions""",dw NULL,dw NULL,
MACHOP ,066,70,80,50,35,35,35,FIGHTING, FIGHTING ,180,88,NO_ITEM, NO_ITEM ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/machop/front.dimensions""",dw NULL,dw NULL,
MAGBY ,240,45,75,37,83,70,55,FIRE, FIRE ,45,117,BURNT_BERRY, BURNT_BERRY ,GENDER_F25 ,100 ,"INCBIN ""gfx/pokemon/magby/front.dimensions""",dw NULL,dw NULL,
MAGCARGO ,219,50,50,120,30,80,80,FIRE, ROCK ,75,154,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/magcargo/front.dimensions""",dw NULL,dw NULL,
MAGIKARP ,129,20,10,55,80,15,20,WATER, WATER ,255,20,NO_ITEM, NO_ITEM ,GENDER_F50 ,100 ,"INCBIN ""gfx/pokemon/magikarp/front.dimensions""",dw NULL,dw NULL,
